title,company,ratings,reviews,years,location,days,salary,skills,key_skills
Productivity Metrics and Analytics Manager,Amgen Inc,5.0,4,4-9 ,Hyderabad,4,Not disclosed,Data analyticsperformance metricspredictive analyticsmodel developmentperformance managementartificial intelligencereport developmentIntelligence,"Data analytics,artificial intelligence"
Data Quality Analyst,Aveva,4.3,504,1-2 ,Hyderabad,1,Not disclosed,Data AnalysisData ScienceInformatica IDQData Quality Analysisdata visualizationMaster Data workflowsSQLData quality,"Data Analysis,Data Science,visualization,SQL"
Technical Product Owner - Research Data and Analytics,Amgen Inc,5.0,4,6-11,Hyderabad,6,Not disclosed,Data AnalyticsSpotfireData Researchpythonteam managementPlotlydata governancedata strategy,"Data Analytics,python"
Risk and Data Analytics Engineer,Techzenure,2.3,3,4-7 ,Hyderabad,4,Not disclosed,QASIDEBackendFront endCodingMentorData analyticsTroubleshooting,Data analytics
Data Scientist/Data Analyst - LLM,,,,2-6 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2,Not disclosed,Computer scienceAnalytical skillsData analysisArtificial IntelligenceConsultingData AnalystSiliconData analytics,"Data analysis,Artificial Intelligence,Data analytics"
Lead Data Engineer,Saras Analytics,2.6,30,3-9 ,Hyderabad,3,Not disclosed,Manager Quality AssuranceData modelingProject managementCloudProgrammingData analyticsdata visualizationApache,"Data analytics,visualization"
Data Engineer,Tezo,4.0,4,2-5 ,Hyderabad,2,Not disclosed,Product engineeringFocusCorporateManager TechnologyData analyticsInside salesdigital transformationManagement,Data analytics
Senior Researcher,GD Research Center (GDRC),3.6,280,1-4 ,Hyderabad,1,Not disclosed,Analytical skillsExcelFinanceVenture capitalManager TechnologyM&AData analyticsSecondary research,"Excel,Data analytics"
Project Manager,GD Research Center (GDRC),3.6,280,8-13,Hyderabad,8,Not disclosed,Market analysisTeam managementTime managementMarket intelligenceConsultingProject planningData analyticsResearch,Data analytics
Data Analytics Manager / Sr . Manager,Appstek Solutions,4.0,31,0-16,Hyderabad,1,Not disclosed,GCPPeople management skillsbig data analyticsConsultingCloudCMMIbig dataAnalytics,"big data,big data"
Lead Analyst,Solenis,4.0,19,2-5 ,Hyderabad,2,Not disclosed,Supply chainAutomationDatabase managementbig data analyticsAnalyticalbig dataForecastingAnalytics,"ai,Automation,big data,big data"
Senior Data Analytics Engineer,Reuters News Agency,2.1,2,7-12,"Mumbai, Hyderabad",7,Not disclosed,NetworkingAnalyticalDiversity and InclusionMachine learningOLAPData analyticsTaxationOperations,"Machine learning,Data analytics"
Data & Analytics,Tezo,4.0,4,2-5 ,Hyderabad,2,Not disclosed,Product engineeringFocusCorporateManager TechnologyData analyticsInside salesdigital transformationManagement,Data analytics
BI/Data Analytics Testing,,,,3-6 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3,Not disclosed,AnalyticaldevopsAutomation toolsAgileData analyticsSQL scriptingSDLCSTLC,"Automation,Data analytics,SQL,DL"
Immediate Hiring For Data Engineer,Voco Technologies,4.3,5,5-8 ,Hyderabad,5,Not disclosed,tableauUsagedata scienceAnalyticsClient managementSQLPythonScience,"data science,SQL,Python"
Sr Data Architect,Photon,4.1,1565,8-13,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8,Not disclosed,Supply chaintableauNoSQLWealth managementGCPCognosdata governanceAb Initio,"ai,NoSQL"
Analytics Team Lead,,,,5-7 ,Hyderabad,5,Not disclosed,Computer scienceCustomer managementdata scienceDatabase managementManagement systemsProject managementTeam LeaderManagement,data science
GCP Data Engineer,Response Informatics,3.7,22,5-10,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5,Not disclosed,hivedata warehousingdata architecturedata pipelinesqlplsqljavadata science,"sql,sql,java,data science"
Solution Architect,,,,1-2 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1,Not disclosed,NoSQLdata scienceTime series analysisCustomer engagementMATLABSolution ArchitectSQLPython,"NoSQL,data science,Time series analysis,SQL,Python"
Senior Data Analyst,,,,4-9 ,Remote,4,Not disclosed,TableauSQLPythonData analysisSeniorData,"SQL,Python,Data analysis"
Junior ML Ops Engineer,,,,2-5 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2,Not disclosed,AutomationVersion controlorchestrationPerformance managementGCPdata securitydevopsMachine learning,"Automation,Machine learning"
Data Scientist,Nityo Infotech,3.2,666,3-7 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3,Not disclosed,Computer scienceC++Neural networksAnalyticalMachine learningData collectiondata visualizationData mining,"C++,Neural networks,Machine learning,Data collection,visualization,Data mining"
Data Analyst,leewayhertz technologies pvt ltd,3.0,71,0-1 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",0,Not disclosed,IT servicesComputer scienceProject CoordinatorProject developmentAdministrationSenior managementProject managementSoftware development life cycle,
Analytics Manager,,,,2-6 ,Hyderabad,2,10-18 Lacs PA,Logistic RegressionSegmentationTime SeriesForecastingModel DevelopmentRSASModel Validation,SAS
Sr. Data Scientist,PopcornApps,3.1,25,5-10,Hyderabad,5,Not disclosed,TelecomDevelopment ManagerAnalyticalMachine learningSCALAHealthcarePredictive modelingdata visualization,"Machine learning,visualization"
Data Scientist,PopcornApps,3.1,25,3-6 ,Hyderabad,3,Not disclosed,TelecomDevelopment ManagerConsultingMachine learningHealthcareData qualityData miningSQL,"Machine learning,Data mining,SQL"
Data Scientist,Quantium Analytics,3.9,32,4-8 ,Hyderabad,4,Not disclosed,Health insuranceOperations ManagerCodingAnalyticalConsultingData processingActuarialAnalytics,Data processing
Data Scientist,Quantium Analytics,3.9,32,4-8 ,Hyderabad,4,Not disclosed,Health insuranceCodingAnalyticalConsultingHealthcareData processingActuarialData quality,Data processing
Data Scientist,Quantium Analytics,3.9,32,5-9 ,Hyderabad,5,Not disclosed,Health insurancePeople developmentCodingAnalyticalConsultingActuarialhealthcare analyticsProject delivery,
Data Analyst - Exception Handling,Barry Callebaut,3.7,57,4-6 ,Hyderabad,4,Not disclosed,Supply chaindata cleansingOutboundremediationDue diligenceData AnalystCustomer servicedata visualization,"ai,visualization"
Data and Applied Scientist II,Microsoft,4.1,1535,4-8 ,Hyderabad,4,Not disclosed,GittensorflowPyTorchCloud Planningmachine learningCNTKApplicationMachine,"tensorflow,machine learning"
Data & Applied Scientist Ii,Microsoft,4.1,1535,4-8 ,Hyderabad,4,Not disclosed,PythonpandasDataBricksHadoopnumpySparkscikittime series forecasting,"Python,pandas,numpy"
Azure Machine Learning Engineer,Marathon Electric India,3.6,137,4-6 ,Hyderabad,4,Not disclosed,Machine Learningsoftware architectureNLPData StructuresML algorithmsComputer VisionDeep LearningAzure Machine Learning,"Machine Learning,NLP,ML,Deep Learning,Azure,Machine Learning"
Full Stack Data Scientist,Aganitha Cognitive Solutions,4.1,11,0-5 ,"Hyderabad/Secunderabad(Jubilee Hills), Chennai",0,Not disclosed,LinuxPythonData EngineeringArtificial IntelligenceNatural Language ProcessingMachine LearningDeep LearningFull Stack,"Python,Data Engineer,Artificial Intelligence,Machine Learning,Deep Learning"
Urgently Hiring For Data Scientist - Globant,Globant,3.9,695,5-10,"Hybrid - Hyderabad, Pune",5,Not disclosed,Natural Language ProcessingStatisticsDeep LearningAzureGenerative AIGCPTransformersBert,"Statistics,Deep Learning,Azure,AI"
Sr. Data Scientist,Insight Direct India,3.4,17,5-10,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR",5,Not disclosed,Gen AIPysparkAzureOpen AIPythonArtificial IntelligenceGenData,"Gen AI,Pyspark,Azure,AI,Python,Artificial Intelligence"
Machine Learning Engineer (Azure Databricks & Pyspark),Tiger Analytics,3.6,536,4-6 ,"Hybrid - Hyderabad, Bangalore Rural, Delhi / NCR",4,Not disclosed,Azure Data FactoryPysparkAzure DatabricksML FlowMachine LearningMlFlowFactory,"Azure,Pyspark,Azure,ML,Machine Learning,Ml"
Sr. Data Scientist,Vmock,2.6,31,2-5 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2,Not disclosed,deep learningFront endMySQLMachine learningPHPInformation retrievalHTMLNatural language processing,"deep learning,MySQL,Machine learning,ML"
Data Analyst,Wipro,3.8,44880,6-9 ,Hyderabad,6,Not disclosed,Data AnalysisArcGISPyTorchQGISPostgreSQLKerasSQLTensorFlow,"Data Analysis,SQL,SQL,TensorFlow"
Data Scientist -,Springml India,4.0,45,3-8 ,Hyderabad,3,Not disclosed,MiningComputer visionData analysisGCPMachine learningNatural language processingMonitoringSQL,"Data analysis,Machine learning,SQL"
Senior AI/ML Developer,PopcornApps,3.1,25,3-6 ,Hyderabad,3,Not disclosed,TelecomData analysisVersion controlDevelopment ManagerMachine learningData structuresHealthcaremicrosoft,"Data analysis,Machine learning"
DATA ANALYST L3,Wipro,3.8,44880,6-9 ,Hyderabad,6,Not disclosed,PythonArcGISGIS NavigationQGISSQLROpenLayersAI/ML,"Python,SQL,AI,ML"
Data Scientist,Thinkhat Software,5.0,3,2-7 ,Hyderabad,2,Not disclosed,mRNAGenomicsProteomicsDBMSBioinformaticsPythonData,Python
Data Modeller,,,,5-12,"Hyderabad, Bengaluru, Delhi / NCR",5,0 PA,Datadata modelerdata modellingdata modellerModelerData modelingModeling,
Data Analyst,Orangepeople,3.0,4,5-10,Remote,5,Not disclosed,Power BiSQLPythonComplianceTableauBiData analysisData,"Power Bi,SQL,Python,Data analysis"
Data Scientist,Tanla Platforms,3.3,93,3-8 ,Hyderabad,3,Not disclosed,Artificial IntelligenceAimlMachine LearningPythonTensorflowSklearnRPyTorch,"Artificial Intelligence,Ai,ml,Machine Learning,Python,Tensorflow"
Senior Expert Data Scientist,Novartis,4.1,1448,5-9 ,Hyderabad,5,Not disclosed,Team managementDiagnosticsAnalyticalMachine learningClinical trialsMentorPharmacokineticsBioinformatics,Machine learning
Data Scientist,,,,4-7 ,Hyderabad,4,Not disclosed,Computer scienceData analysisNoSQLData managementMachine learningdata visualizationBusiness intelligenceData mining,"Data analysis,NoSQL,Data management,Machine learning,visualization,Data mining"
Data Analyst Lead,Arcesium,3.6,259,5-9 ,Hyderabad,5,Not disclosed,AutomationData modelingAnalyticalData qualityApacheBusiness intelligenceMonitoringSQL,"Automation,SQL"
Data Scientist - Internal Audit,Applause,4.2,5,5-8 ,Hyderabad,5,Not disclosed,Data analysisManager Internal AuditRisk assessmentReconciliationData structuresData qualitydata integrityContinuous improvement,Data analysis
"Manager, Machine Learning Engrg Mgmt",,,,8-13,Hyderabad,8,Not disclosed,Product managementBackendStaffingAnalyticalMachine learningJavascriptPythonDesign support,"Machine learning,Java,Python"
Opportunity For Data Modelling/Data Modellers,Globant,3.9,695,9-14,"Hybrid - Hyderabad, Pune, Bengaluru",9,Not disclosed,Data ModelingERwinSQLData ModellingToadETLModelingData,SQL
Data Analyst,Comfort Click Softech,3.9,17,2-6 ,Hyderabad,2,4-8 Lacs PA,Power BIlookerSQLGoogle Data StudioGoogle SheetsGoogle AnalyticsData StudioBigquery,"Power BI,SQL"
Research Data Scientist,Genpact,3.9,27857,4-9 ,"Hybrid - Noida, Hyderabad, Bengaluru",4,Not disclosed,NLPArtificial IntelligenceSQLPythonIntelligenceDataResearchNatural language processing,"NLP,Artificial Intelligence,SQL,Python"
Architect - Machine Learning Platform Engineer,Pepsico,4.1,2308,5-9 ,Hyderabad,5,Not disclosed,Machine LearningPyTorchTensorFlowAzurescikit-learnMLflowJenkinsKubeflow,"Machine Learning,TensorFlow,Azure,ML"
AI/ML Engineer,Harsco Rail,3.8,168,7-8 ,Hyderabad,7,Not disclosed,Computer visionLogistic regressionC++Communication protocolsLinuxNeural networksMachine learningMonitoring,"C++,Neural networks,Machine learning"
AI/ML Engineer,Harsco Rail,3.8,168,5-10,Hyderabad,5,Not disclosed,Computer visionLogistic regressionC++Communication protocolsLinuxNeural networksMachine learningMonitoring,"C++,Neural networks,Machine learning"
Data Scientist I A - GBS,Bank Of America,4.4,2678,5-8 ,Hyderabad,5,Not disclosed,Performance tuningData analysisWealth managementRisk analyticsAnalyticalConsultingProduction ManagerRisk management,Data analysis
Senior Risk Analytics Consultant,Wells Fargo,4.0,5650,4-9 ,Hyderabad,4,Not disclosed,remediationmetadataData managementRisk analyticsdata governanceInformaticaContinuous improvementOperations,Data management
Data Scientist-AI/ML,Response Informatics,3.7,22,2-6 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2,Not disclosed,CodingTechnical writingNeural networksdata manipulationMachine learningCloudData processingAWS,"Neural networks,Machine learning,Data processing"
Data Scientist-Reinforcement,Response Informatics,3.7,22,2-6 ,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2,Not disclosed,TrainingCodingTechnical writingNeural networksdata manipulationMachine learningCloudData processing,"ai,Neural networks,Machine learning,Data processing"
Data Analytics SME/Team lead,,,,7-12,Hyderabad(Mind Space),7,Not disclosed,Power BIAlteryxdata warehousingTableaudata engineeringreportingSQLTeam leading,"Power BI,data engineer,SQL"
Big Data Analyst,Owfis Jobpe Technologies,4.5,13,1-4 ,Remote,1,6.5-12 Lacs PA,Big Data AnalyticsBig Data TestingNoSQLData StructuresSCALACassandraBig DataBig Data Technologies,"Big Data,Big Data,NoSQL,Big Data,Big Data"
Azure Data Architect - PAN india.MNC,,,,0-20,"Hybrid - Hyderabad, Pune, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",1,Not disclosed,ArchitectAzuredata analyticsdata warehousingdata engineeringEngineeringAzure Data FactoryMicrosoft Azure,"Azure,data analytics,data engineer,Azure,Azure"
DataEngineer(AI/ML),,,,3-6 ,"Hyderabad, Bengaluru",3,20-25 Lacs PA,Data ScienceGen AIPythonData EngineeringData engineerArtificial IntelligenceEngineeringGen,"Data Science,Gen AI,Python,Data Engineer,Data engineer,Artificial Intelligence"
Big Data Analyst,Owfis Jobpe Technologies,4.5,13,1-4 ,"Hybrid - Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",1,6.5-12 Lacs PA,Big Data AnalyticsBig Data TestingBig DataBig Data TechnologiesBig Data HadoopSoftware testingData analyticsAnalytics,"Big Data,Big Data,Big Data,Big Data,Big Data,Data analytics"
AI / ML Engineer,Accenture,4.0,49777,7-11,Nagpur,7,Not disclosed,presentation skillsmachine learningaws lambdaawsmlimage processingalgorithmschatbot,"machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsalgorithmspythonnatural language processing,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,2-16,Gurugram,1,Not disclosed,aws sagemakerartificial intelligencedeep learningml algorithmsmlimage processingalgorithmschatbot,"artificial intelligence,deep learning,ml,ml"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Bengaluru,5,Not disclosed,pythondata sciencemachine learning algorithmsstatisticsdata mungingimage processingscikit-learnfalcon,"python,data science,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Bengaluru,5,Not disclosed,software configurationsoftware configuration managementdata sciencesoftware development methodologiessoftware engineeringimage processingchatbotpython,"data science,python"
AI / ML Engineer,Accenture,4.0,49777,0-14,Bengaluru,1,Not disclosed,pythonnatural language processingnltkrsolrimage processingalgorithmschatbot,python
AI / ML Engineer,Accenture,4.0,49777,2-7 ,Coimbatore,2,Not disclosed,natural language processingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-8 ,Chennai,3,Not disclosed,pythondata analysissimulationdata sciencestatisticsimage processingalgorithmschatbot,"python,data analysis,data science,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-10,Gurugram,5,Not disclosed,presentation skillsmachine learningaws lambdaawsmlimage processingalgorithmschatbot,"machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,5-8 ,Bengaluru,5,Not disclosed,pythonnatural language processingdata miningnltkrimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,5-17,Chennai,1,Not disclosed,natural language processingpresentation skillsartificial intelligencedeep learningmlimage processingchatbotpython,"artificial intelligence,deep learning,ml,python"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Chennai,3,Not disclosed,pythondata analysissimulationdata sciencestatisticsimage processingalgorithmschatbot,"python,data analysis,data science,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Bengaluru,3,Not disclosed,pythonnatural language processingdata miningnltkstatistical modelingimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,pythonmachine learningmysqlhadoopetlhiveimage processingchatbot,"python,machine learning,mysql"
AI / ML Engineer,Accenture,4.0,49777,8-10,Bengaluru,8,Not disclosed,pythonmachine learningdeep learningetlmlimage processingchatbotc++,"python,machine learning,deep learning,ml,c++"
AI / ML Engineer,Accenture,4.0,49777,2-6 ,Pune,2,Not disclosed,natural language processingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Bengaluru,3,Not disclosed,pythonmachine learningartificial intelligencedeep learningmlimage processingchatbotc++,"python,machine learning,artificial intelligence,deep learning,ml,c++"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Pune,3,Not disclosed,data miningaimlmachine learningartificial intelligencestatisticstime series analysiscore databayesian,"data mining,ai,ml,machine learning,artificial intelligence,statistics,time series analysis"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Bengaluru,5,Not disclosed,presentation skillsmachine learningaws lambdaawsmlimage processingalgorithmschatbot,"machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,5-20,Jaipur,1,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,7-11,Ahmedabad,7,Not disclosed,presentation skillsmachine learningaws lambdaapiawsimage processingalgorithmschatbot,machine learning
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Bengaluru,3,Not disclosed,natural language processingneural networksgooglemachine learningdeep learningimage processingchatbotpython,"neural networks,machine learning,deep learning,python"
AI / ML Engineer,Accenture,4.0,49777,5-20,Bengaluru,1,Not disclosed,natural language processingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingalgorithmschatbot,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,8-12,Bengaluru,8,Not disclosed,pythonpysparkmachine learningmysqletlhivechatbotvertica,"python,pyspark,machine learning,mysql"
AI / ML Engineer,Accenture,4.0,49777,2-14,Gurugram,1,Not disclosed,machine learningdeep learningtensorflowpytorchkerasimage processingchatbotpython,"machine learning,deep learning,tensorflow,python"
AI / ML Engineer,Accenture,4.0,49777,8-12,Pune,8,Not disclosed,pythonmachine learningdeep learningetlmlimage processingchatbotc++,"python,machine learning,deep learning,ml,c++"
AI / ML Engineer,Accenture,4.0,49777,7-10,Bengaluru,7,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticsalgorithmschatbotneural networks,"python,machine learning,statistics,neural networks"
AI / ML Engineer,Accenture,4.0,49777,7-10,Bengaluru,7,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsimage processingalgorithmspython,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,7-10,Bengaluru,7,Not disclosed,pythonnatural language processingdata miningnltkrimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,0-15,Mumbai,1,Not disclosed,pythonnatural language processingdata miningnltkcomputer visionimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,natural language processingmachine learningmachine learning algorithmsstatisticsdata mungingimage processingchatbotalgorithms,"machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-8 ,Bengaluru,3,Not disclosed,pythonnatural language processingdata miningnltkstatistical modelingimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,0-15,Gurugram,1,Not disclosed,pythonnatural language processingssircomputer visionimage processingalgorithmschatbot,python
AI / ML Engineer,Accenture,4.0,49777,7-9 ,Bengaluru,7,Not disclosed,pythonnatural language processingdata miningnltkrimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,chatbotnatural language processingneural networksmicrosoft azuredeep learningkubernetesalgorithmsc++,"neural networks,azure,deep learning,c++"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Mumbai,3,Not disclosed,pythonapache flinksparkkafkadata mungingimage processingalgorithmschatbot,python
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Noida,3,Not disclosed,pythondata analysissimulationdata sciencestatisticsimage processingalgorithmschatbot,"python,data analysis,data science,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-17,Bengaluru,1,Not disclosed,machine learningdeep learningtensorflowpytorchkerasimage processingchatbotpython,"machine learning,deep learning,tensorflow,python"
AI / ML Engineer,Accenture,4.0,49777,5-17,Pune,1,Not disclosed,machine learningdeep learningtensorflowpytorchkerasimage processingchatbotpython,"machine learning,deep learning,tensorflow,python"
AI / ML Engineer,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,machine learningartificial intelligencedeep learningmachine learning algorithmsmlimage processingalgorithmschatbot,"machine learning,artificial intelligence,deep learning,machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,0-15,Bengaluru,1,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsalgorithmspythonnatural language processing,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,7-12,Bengaluru,7,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,3-7 ,Bengaluru,3,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingalgorithmsnatural language processingscikit-learn,"python,machine learning,machine learning,statistics"
AI / ML Engineer,Accenture,4.0,49777,0-12,Pune,1,Not disclosed,data sciencecomputer visiondata structurespattern recognitionstatisticsalgorithmspythonnatural language processing,"data science,statistics,python"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Pune,3,Not disclosed,pythonnatural language processingpresentation skillsmachine learning algorithmsstatisticschatbotalgorithmsneural networks,"python,machine learning,statistics,neural networks"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Bengaluru,5,Not disclosed,pythonnatural language processingdata miningnltkstatistical modelingimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,data warehousingdata engineeringtensorflowdata modelingdata governancekubernetesamazon redshiftpower bi,"data engineer,tensorflow,power bi"
Data Modeler,Accenture,4.0,49777,5-9 ,Kolkata,5,Not disclosed,pythonmachine learningmachine learning algorithmsstatisticsdata mungingdata analysisbipower bi,"python,machine learning,machine learning,statistics,data analysis,power bi"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,pythondata analysissimulationdata sciencestatisticsimage processingalgorithmschatbot,"python,data analysis,data science,statistics"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Noida,5,Not disclosed,chatbotaws sagemakermachine learningdeep learningawsimage processingalgorithmspython,"machine learning,deep learning,python"
AI / ML Engineer,Accenture,4.0,49777,2-14,Bengaluru,1,Not disclosed,artificial intelligencedeep learningml algorithmstensorflowcomputer visionimage processingalgorithmschatbot,"artificial intelligence,deep learning,ml,tensorflow"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Bengaluru,5,Not disclosed,natural language processingmicrosoft azurepipelinedeep learningdata mungingimage processingchatbotpython,"azure,deep learning,python"
AI / ML Engineer,Accenture,4.0,49777,7-12,Noida,7,Not disclosed,pythondata miningssircomputer visionimage processingalgorithmschatbot,"python,data mining"
AI / ML Engineer,Accenture,4.0,49777,7-9 ,Pune,7,Not disclosed,pythonverticamachine learningsqletlhivechatbotoracle,"python,machine learning,sql"
AI / ML Engineer,Accenture,4.0,49777,3-5 ,Bengaluru,3,Not disclosed,pythonnatural language processingpresentation skillsdeep learningmlimage processingalgorithmschatbot,"python,deep learning,ml"
AI / ML Engineer,Accenture,4.0,49777,5-17,Bengaluru,1,Not disclosed,natural language processingbig data technologiesmachine learningcomputer visiondata mungingimage processingchatbotpython,"big data,machine learning,python"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Bengaluru,5,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,5-7 ,Gurugram,5,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Pune,5,Not disclosed,pythonnatural language processingmicrosoft azurepipelinedata mungingimage processingchatbotc++,"python,azure,c++"
AI / ML Engineer,Accenture,4.0,49777,5-10,Pune,5,Not disclosed,pythonnatural language processingpresentation skillsrsolrimage processingalgorithmschatbot,python
AI / ML Engineer,Accenture,4.0,49777,7-9 ,Indore,7,Not disclosed,presentation skillsmachine learningaws lambdaawsmlimage processingalgorithmschatbot,"machine learning,ml"
AI / ML Engineer,Accenture,4.0,49777,2-14,Pune,1,Not disclosed,machine learningdeep learningtensorflowpytorchkerasimage processingchatbotpython,"machine learning,deep learning,tensorflow,python"
AI / ML Engineer,Accenture,4.0,49777,0-12,Jaipur,1,Not disclosed,pythonnatural language processingssipresentation skillsnosqlimage processingalgorithmschatbot,"python,nosql"
AI / ML Engineer,Accenture,4.0,49777,0-14,Bengaluru,1,Not disclosed,natural language processingmachine learningartificial intelligencedeep learningmlimage processingchatbotpython,"machine learning,artificial intelligence,deep learning,ml,python"
AI / ML Engineer,Accenture,4.0,49777,5-9 ,Bengaluru,5,Not disclosed,chatbotnatural language processingneural networksdockerdeep learningkubernetesalgorithmspython,"neural networks,deep learning,python"
Senior Data Scientist,Western Union,4.0,250,4-9 ,Pune,4,Not disclosed,Data SciencepythonSage MakernlpDataikuSnowlfaketext miningrandom forest,"Data Science,python,nlp,ai"
Principal Data Scientist / Senior Data Scientist,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceData ModellingANNNLPNatural Language ProcessingMachine Learningdeep LearningModeling,"Data Science,NLP,Machine Learning,deep Learning"
Principal Data Scientist / Sr. Data Scientist / Data Scientist- NLP/ML,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Machine LearningData ScienceTensorflowPredictive ModelingStatistical analysisArtificial IntelligenceNatural Language ProcessingData Modeling,"Machine Learning,Data Science,Tensorflow,Statistical analysis,Artificial Intelligence"
Principal Data Scientist / Sr. Data Scientist / Data Scientist - NLP,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Machine LearningData SciencePredictive ModelingNLPStatistical analysisData ScientistArtificial IntelligenceData Modeling,"Machine Learning,Data Science,NLP,Statistical analysis,Artificial Intelligence"
Principal Data Scientist/Senior Data Scientist/Data Scientist,,,,0-5 ,"Noida, Gurugram, Delhi / NCR",0,Not disclosed,Data ScienceTensorflowNLPData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy,"Data Science,Tensorflow,NLP,Artificial Intelligence,Machine Learning,Numpy"
