title,company,ratings,reviews,years,location,days,salary,skills,key_skills
Sr Data Scientist,Target,4.2,598,4-8 ,Bengaluru,4,Not disclosed,Supply chainDigital mediaadvertising agencydata scienceAnalyticalNetwork securityGlobal StrategyRFP,"ai,data science"
Data Analytics Manager -Manager - operate,Pricewaterhouse Coopers Private Limited,3.5,7922,5-8 ,Bengaluru,5,Not disclosed,ERPPMPLeadership developmentSAPManaged servicesData managementFunctional testingTest management,Data management
Lead Data Scientist,Birdeye,3.6,87,5-8 ,Gurugram,5,Not disclosed,data scienceGCPAnalyticalSocial mediaMachine learningSiliconSalesforceSQL,"data science,Machine learning,SQL"
Data Scientist,Iquest Solutions,5.0,3,2-7 ,Thiruvananthapuram,2,Not disclosed,data scienceScienceData,data science
Data Scientist III,Shaadi.com,3.4,203,3-5 ,"Tirodi, Mumbai",3,Not disclosed,deep learningData analysisdata scienceamazon redshiftMachine learningPredictive modelingAnalyticsSQL,"deep learning,Data analysis,data science,Machine learning,SQL"
Group Audit - Data Scientist,DWS Group,4.0,13,0-1 ,Mumbai,0,Not disclosed,pythondata analyticsconfluencedata analysisnatural language processingscikit-learnopenshiftjupyter notebook,"python,data analytics,data analysis"
Data Scientist,,,,8-13,Bengaluru,8,Not disclosed,Data ScienceAWSPythonRAws SagemakerDeep LearningR ProgramSQL,"Data Science,Python,Deep Learning,SQL"
Senior Data Scientist,Innodata India,3.4,571,7-10,India,7,Not disclosed,Data ScienceArtificial IntelligenceModel BuildingMachine LearningPythonNLPgenerative AIRAG,"Data Science,Artificial Intelligence,Machine Learning,Python,NLP,AI"
Analytics & Artificial Intelligence Engineer,Pearce Services Global,3.3,86,2-5 ,Gurugram,2,Not disclosed,Artificial IntelligenceData ScienceData TransformationPattern RecognitionPredictive MaintenancePandasplotlyNumpy,"Artificial Intelligence,Data Science,ai,Pandas,Numpy"
Lead Data Scientist,Jet2 Travel Technologies,3.6,48,7-12,Pune,7,Not disclosed,data scienceDatabase designMachine learningManager TechnologyHTMLData qualitybig dataSQL,"data science,Machine learning,ML,big data,SQL"
Data Analytics and Reporting - Analyst,Interactive Brokers,3.7,85,5-9 ,Mumbai,5,Not disclosed,Computer scienceExcelLinuxProject managementdata integrityManager Quality ControlOperationsFinancial services,Excel
Data Analytics and Reporting - Analyst,Interactive Brokers,3.7,85,5-8 ,Mumbai,5,Not disclosed,ExcelLinuxProject managementdata integrityManager Quality ControlOperationsFinancial servicesTeam building,Excel
Sr . Data Scientist / Data Scientist,,,,2-7 ,Mumbai,2,Not disclosed,SANStatistical analysisFrenchbig data analyticsOOPSMachine learningData structuresInformation technology,"Statistical analysis,big data,Machine learning"
Data Scientist,AIE Group,3.9,54,3-8 ,Bengaluru,3,Not disclosed,Computer sciencedeep learningStatistical modelingPrototypedata scienceNeural networksMachine learningResearch,"deep learning,data science,Neural networks,Machine learning"
Data Analyst,,,,3-5 ,New Delhi,3,Not disclosed,Data analysisSAPdata scienceMISData AnalystAnalyticsDataScience,"Data analysis,data science"
Manager Analytics,Dhwani RIS,4.0,46,4-8 ,Gurugram,4,Not disclosed,ETL pipelinePowerbiapi integrationData engineerETL toolsPower BI developerTableauETL process,"Powerbi,Data engineer,Power BI"
Senior Associate - Python Developer (Contract and compliance),Pricewaterhouse Coopers Private Limited,3.5,7922,3-9 ,Gurugram,3,Not disclosed,Cloud computingData analysisAutomationdata sciencePharmaMachine learningAnalyticsSalesforce,"Data analysis,Automation,data science,Machine learning"
Data Analyst,Swosti Premium,3.5,15,3-8 ,Bhubaneswar,3,3-4 Lacs PA,Data AnalyticsData ReportingData QualityData ManagementData AnalysisData ProfilingReportingAnalytics,"Data Analytics,Data Management,Data Analysis"
Data Scientist,Travelfika,3.8,4,3-7 ,"Salem, Coimbatore",3,Not disclosed,algorithmspythonmodelingdata analysisnatural language processingpredictivemachine learningdata collection,"python,data analysis,machine learning,data collection"
Data Scientist,Square Panda,3.8,76,3-5 ,Mumbai,3,Not disclosed,Statistical programmingdata scienceAnalyticalMachine learningData collectiondata visualizationData miningSQL,"data science,Machine learning,Data collection,visualization,Data mining,SQL"
Data Scientist,Target,4.2,598,3-6 ,Bengaluru,3,Not disclosed,Supply chainMS Office packageData analysisdata scienceDiversity and InclusionMachine learningAgileNetwork security,"ai,Data analysis,data science,Machine learning"
Data Scientist,PG,4.2,1296,2-5 ,Mumbai,2,Not disclosed,UnixSupply chainComputer scienceC++data scienceLinuxData managementAnalytical,"ai,C++,data science,Data management"
Data Scientist,,,,0-1 ,Pune,0,Not disclosed,Computer scienceData analysisPDFdata sciencedata manipulationDemand forecastingMachine learningProgramming,"Data analysis,data science,Machine learning"
Data Scientist I,Worleyparsons,4.2,939,4-7 ,"Mumbai, Navi Mumbai",4,Not disclosed,TrainingData analysisArchitecturedata scienceMachine learningData structuresData qualityInformation technology,"ai,Data analysis,data science,Machine learning"
Data Scientist - I,Zeta Inc.,3.4,225,1-6 ,Bengaluru,1,Not disclosed,Data analysisPrototypeNoSQLdata scienceAnalyticalMachine learningSQLPython,"Data analysis,NoSQL,data science,Machine learning,SQL,Python"
Oliver Wyman - Data Scientist - Data and Analytics (DNA),Marsh McLennan,4.1,579,0-15,Gurugram,0,Not disclosed,SASProject managementAnalyticalConsultingMachine learningRisk managementAnalyticsSQL,"SAS,Machine learning,SQL"
Data Scientist,Valenta Bpo Solutions,3.9,134,3-5 ,Bengaluru,3,Not disclosed,Computer scienceStakeholder Engagementdeep learningdata scienceDb2Machine learningAgiledata visualization,"deep learning,data science,Machine learning,visualization"
Data Scientist,Ecolab Digital Center (EDC),3.6,96,2-5 ,Bengaluru,2,Not disclosed,Data analysisdata scienceProject managementDeploymentMathematicsResearchStatisticsSupervision,"Data analysis,data science,Statistics"
Data Scientist,Conneqt,3.7,8153,3-7 ,Bengaluru,3,Not disclosed,data scienceAnalyticalMachine learningHypothesis TestingStatisticsBusiness understandingPythontext analytics,"data science,Machine learning,Statistics,Python"
Sr. Manager - Data Scientist.,Aye Finance,4.2,1121,2-4 ,Gurgaon/Gurugram,2,8-12 Lacs PA,pythonDockerPandasMachine LearningContainerFastAPIflaskKubernetes,"python,Pandas,Machine Learning,ai"
Lead Data Scientist,Nasdaq,4.0,78,2-15,Bengaluru,1,Not disclosed,Computer scienceArchitectdata scienceAnalyticalMachine learningFlexManager TechnologyPredictive modeling,"data science,Machine learning"
Data Scientist - Healthcare,Clovity,2.7,14,8-13,Remote,8,Not disclosed,Telecomdata scienceEnterprise applicationsConsultingMachine learningHealthcareData miningOpen source,"data science,Machine learning,Data mining"
Senior Data Scientist,Highlevel Llc,4.1,4,2-7 ,Remote,2,Not disclosed,Trainingcontinuous integrationData analysisdata sciencesparkArchitectural designSystem designDeployment,"ai,Data analysis,data science"
Data Analyst,,,,3-5 ,Surat(Varachha),3,1.75-2.5 Lacs PA,Data AnalysisBusiness IntelligenceCommunication SkillsBiData VisualizationAdvanced ExcelData AnalyticsStrong Analytical Skills,"Data Analysis,Visualization,Excel,Data Analytics"
data analyst / data analytics-- US MNC (Analytics),,,,3-8 ,"Hybrid - Gurugram, Bengaluru",3,15-30 Lacs PA,SQLBusiness IntelligenceHqlAnalytical SkillsData ExtractionTableauAdvance SqlMarketing Analytics,"SQL,Sql"
Architect - AI/ML Engineer,ValGenesis,3.4,129,8-12,Chennai,8,Not disclosed,pythonsoftware developmentdata managementsoftwareverbal communicationinterpersonal skillsaimlartificial intelligence,"python,data management,ai,ml,artificial intelligence"
Data Scientist,Rarr Technologies,4.1,10,5-8 ,Remote,5,Not disclosed,Computer scienceData analysisUsagedata sciencedata manipulationFocusMachine learningDeployment,"Data analysis,data science,Machine learning"
Data Scientist,Welocalize,4.1,29,3-7 ,Gurugram,3,Not disclosed,Computer sciencedata scienceAnalyticalMachine learningPredictive modelingdata visualizationmicrosoftSQL,"data science,Machine learning,visualization,SQL"
Machine Learning Engineer,Zuma,2.3,3,2-3 ,Bengaluru,2,Not disclosed,Solution architectureTrainingSANdeep learningdata scienceGCPMachine learningData collection,"ai,deep learning,data science,Machine learning,Data collection"
"Data Analyst, Advanced Analytics",,,,2-5 ,Bengaluru,2,Not disclosed,advanced analyticsData analysisCost reductionAgiledata visualizationTeradataOperationsMonitoring,"Data analysis,visualization"
Data Analyst,,,,2-4 ,Gurugram,2,Not disclosed,Computer scienceData modelingMISMachine learningData analyticsData Analystdata visualizationAnalytics,"Machine learning,Data analytics,visualization"
Senior Data Scientist,Ecolab Digital Center (EDC),3.6,96,2-5 ,Bengaluru,2,Not disclosed,Computer scienceBasicData analysisdata scienceProject managementDeploymentMathematicsResearch,"Data analysis,data science"
Senior Data Scientist I,RELX,3.6,93,3-6 ,Remote,3,Not disclosed,Natural Language ProcessingMachine LearningPythonData ScienceArtificial IntelligenceScienceSeniorProcess,"Machine Learning,Python,Data Science,Artificial Intelligence"
Data Analytics Manager,DISH Network Technologies,3.5,74,4-18,Hybrid - Bengaluru,1,30-45 Lacs PA,Data-as-a-Service APIsmodern analytics platforms Streaming Data AnalyticsAWS servicesData AnalyticsAnalyticsDataStreamsAWS,"Data Analytics,Data Analytics"
Lead Data Scientist,Media Iq Digital,3.3,82,6-10,Bengaluru,6,Not disclosed,Product managementdata scienceMachine learningAgileHealthcareData miningProject deliverybig data,"data science,Machine learning,Data mining,big data"
Data Scientist,Bureau,3.1,5,5-7 ,Bengaluru,5,Not disclosed,Computer scienceHealth insuranceData analysisBackenddata scienceData modelingMachine learningFinancial services,"Data analysis,data science,Machine learning"
Senior Data scientist,Crayon Data,3.4,27,5-8 ,Chennai,5,Not disclosed,deep learningdata sciencesparkMachine learningSchemaMayaDatabaseResearch,"deep learning,data science,Machine learning"
Senior Data Scientist,Decimal Point Analytics,3.1,202,3-7 ,"Chennai, Gurugram",3,Not disclosed,Solution designdata scienceDemand forecastingManagement consultingMachine learningCloudFMCGAnalytics,"data science,Machine learning"
Principal Data Scientist,ITC Infotech,3.9,3166,7-12,Bengaluru,7,Not disclosed,data scienceData managementAnalyticalMachine learningAnalyticsMonitoringPrincipalScience,"data science,Data management,Machine learning"
Data Scientist,Aera Software Technology,4.2,40,3-6 ,Pune,3,Not disclosed,SANData analysisdata scienceMachine learningManager TechnologyMedical insuranceDistribution systemMonitoring,"Data analysis,data science,Machine learning"
Data Scientist,Naviga Global,4.3,12,3-7 ,New Delhi,3,Not disclosed,Operations researchPrototypeCodingMachine learningData analyticsData miningSQLPython,"Machine learning,Data analytics,Data mining,SQL,Python"
Data Scientist: AI/ML Engineer,IBM,4.1,20442,2-6 ,Bengaluru,2,Not disclosed,multithreadingrestpythondata analyticsasynchronous apexkubernetesopenshiftredhat linux,"python,data analytics"
Real Estate Data and Analytics Specialist - India,Accenture,4.0,49777,5-10,Bengaluru,5,Not disclosed,data analyticsreal estatebusiness case developmentpresentation skillsstatisticsfinancial analysispythonproject management,"data analytics,statistics,python"
Data Analyst,,,,3-8 ,Mumbai,3,Not disclosed,Pythondatabase managementdata analysisdata analyticsdata managementDashboard CreationData VisualizationTableau,"Python,data analysis,data analytics,data management,Visualization"
Data Scientist II,Worleyparsons,4.2,939,4-7 ,"Mumbai, Navi Mumbai",4,Not disclosed,Data analysisAutomationArchitecturedata scienceAnalyticalMachine learningData qualityInformation technology,"Data analysis,Automation,data science,Machine learning"
NLP Data Scientist,Insignia Consultancy Solutions,2.4,6,2-3 ,Remote,2,Not disclosed,Computer scienceAnalytical skillsdeep learningdata scienceArchitectureScalabilityMachine learningNatural language processing,"deep learning,data science,Machine learning"
Data Scientist,Mindstix Software Labs,3.4,66,5-10,Pune,5,Not disclosed,MicrostrategyComputer scienceSANGoogle Analyticsdata scienceLinuxMachine learningAgile,"data science,Machine learning"
Data Scientist,WEB And Crafts,3.7,24,4-9 ,Chennai,4,Not disclosed,Computer scienceData analysisdata scienceMachine learningHypothesis Testingpower bimodel developmentData quality,"Data analysis,data science,Machine learning,power bi"
Senior Data Scientist,Cimpress,4.0,282,4-9 ,Bengaluru,4,Not disclosed,Product managementVistadata scienceAnalyticalAgileProgrammingCustomer experiencedata visualization,"data science,visualization"
AI Machine Learning Engineer,,,,2-7 ,Coimbatore,2,Not disclosed,ERPorchestrationdata scienceMachine learningData structuresData processingCustomer relationshipTeam building,"data science,Machine learning,Data processing"
AI Data Scientist,,,,3-8 ,Coimbatore,3,Not disclosed,ERPStatistical modelingdata scienceAnalyticalMachine learningCustomer relationshipbig dataTeam building,"data science,Machine learning,big data"
Machine Learning Engineer,,,,1-4 ,Bengaluru,1,Not disclosed,TrainingRedhatSalesdata scienceChefMachine learningAutodeskData,"ai,data science,Machine learning"
Data Scientist: AI/ML Engineer,IBM,4.1,20442,3-7 ,Bengaluru,3,Not disclosed,multithreadingpodmanpythondata analyticsasynchronous apexkubernetesopenshiftredhat linux,"python,data analytics"
Data Scientist,Ennoventure,4.6,4,4-9 ,Bengaluru,4,Not disclosed,Data Scienceadvanced analyticspythontensorflowcomputer visiondata processingpytorchmachine learning,"Data Science,python,tensorflow,data processing,machine learning"
Data Scientist: AI/ML Engineer,IBM,4.1,20442,7-10,Bengaluru,7,Not disclosed,multithreadingrestpythondata analyticsasynchronous apexkubernetesopenshiftredhat linux,"python,data analytics"
Data Scientist: AI/ML Engineer,IBM,4.1,20442,7-9 ,Bengaluru,7,Not disclosed,multithreadingrestpythondata analyticsasynchronous apexkubernetesopenshiftredhat linux,"python,data analytics"
Senior Data Scientist,IBM,4.1,20442,0-14,Bengaluru,1,Not disclosed,dockermultithreadingrestpythonasynchronous apexkubernetesopenshiftredhat linux,python
Sr. Data Scientist,,,,5-9 ,Gurugram,5,Not disclosed,Data analysisData managementdata scienceMachine learningHypothesis Testingdata governanceSeleniumdata visualization,"Data analysis,Data management,data science,Machine learning,visualization"
Natural Language Processing Engineer,Brained,2.3,4,1-7 ,Mumbai,1,Not disclosed,software architectureSoftware designStatistical analysisdata scienceAnalyticalMachine learningData structuresNatural language processing,"Statistical analysis,data science,Machine learning"
Lead Data Scientist,Siemens,4.1,4306,4-9 ,Noida,4,Not disclosed,Data analysisdata scienceMachine learningCloudData processingAnalyticsMonitoringData architecture,"Data analysis,data science,Machine learning,Data processing"
Data Analyst,Simply Vyapar Apps,3.7,294,1-4 ,Bengaluru(HSR Layout),1,Not disclosed,KPIData AnalyticsBusiness UnderstandingSQLMetricsAnalyticsPythonData,"Data Analytics,SQL,Python"
Senior Data Analyst - GBL,WSP,4.2,534,6-9 ,Noida,6,Not disclosed,functionalproject managementpythonazure data lakedata analysispower bipivot tableproject,"python,azure,data analysis,power bi"
Analytics Engineer,nVent,4.2,46,3-7 ,Bengaluru,3,Not disclosed,Product managementProduct engineeringgithubdata scienceTechnical writingJavascriptAdvocateOpen source,"data science,Java"
